                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     45,                  1.537,                 1.3929,                 1.7762,                0.83651,                0.73847,                0.80022,                0.49524,                 1.2754,                 1.4522,                 1.8796,             0.00094085,             0.00094085,             0.00094085
                     46,                 1.4804,                  1.378,                 1.7671,                0.86248,                0.61111,                 0.7479,                0.45628,                 1.3707,                 1.5175,                 2.0377,             0.00092435,             0.00092435,             0.00092435
                     47,                 1.5095,                 1.3649,                 1.7892,                0.82821,                0.66667,                0.79052,                0.50774,                  1.365,                 1.4477,                 1.9025,             0.00090785,             0.00090785,             0.00090785
                     48,                 1.5017,                 1.3282,                 1.7478,                 0.7594,                0.68151,                0.78403,                0.45998,                 1.4643,                 1.4586,                 1.9987,             0.00089134,             0.00089134,             0.00089134
                     49,                 1.4671,                 1.3443,                   1.76,                0.78763,                  0.775,                0.83686,                0.53259,                 1.3124,                 1.4015,                 1.8384,             0.00087484,             0.00087484,             0.00087484
                     50,                 1.4797,                 1.3742,                  1.766,                0.79889,                0.73611,                 0.8157,                0.52448,                 1.2741,                  1.411,                  1.827,             0.00085834,             0.00085834,             0.00085834
                     51,                 1.4677,                 1.3471,                 1.7625,                0.84617,                0.69195,                 0.8111,                0.54008,                 1.1777,                 1.4029,                 1.8179,             0.00084184,             0.00084184,             0.00084184
                     52,                  1.465,                  1.288,                 1.7305,                0.83755,                0.65278,                0.80022,                0.53438,                 1.2273,                 1.4042,                 1.8543,             0.00082533,             0.00082533,             0.00082533
                     53,                 1.4205,                 1.2585,                 1.7116,                0.84411,                0.67122,                0.82386,                0.54913,                 1.2112,                 1.3719,                  1.861,             0.00080883,             0.00080883,             0.00080883
                     54,                 1.4149,                 1.2559,                 1.6774,                0.86538,                0.72855,                0.84743,                0.56937,                 1.2058,                 1.3453,                 1.8138,             0.00079233,             0.00079233,             0.00079233
                     55,                  1.399,                 1.2606,                 1.7112,                0.78011,                0.80556,                0.87362,                0.56171,                 1.2573,                 1.2076,                 1.8291,             0.00077582,             0.00077582,             0.00077582
                     56,                 1.3785,                 1.2275,                 1.6715,                0.89413,                0.73594,                 0.8666,                0.59531,                 1.1844,                 1.2475,                 1.7346,             0.00075932,             0.00075932,             0.00075932
                     57,                 1.3798,                 1.2837,                 1.6727,                0.84353,                0.71683,                0.83018,                0.52563,                 1.2076,                 1.3025,                 1.8099,             0.00074282,             0.00074282,             0.00074282
                     58,                 1.3883,                 1.2397,                 1.6711,                0.86951,                0.70833,                0.83193,                0.53862,                 1.2467,                 1.3528,                 1.7646,             0.00072631,             0.00072631,             0.00072631
                     59,                 1.4205,                 1.2751,                 1.7121,                0.75243,                 0.7874,                0.83091,                0.55787,                 1.1947,                 1.3429,                 1.7706,             0.00070981,             0.00070981,             0.00070981
                     60,                 1.3735,                 1.2751,                 1.6755,                0.86668,                0.69805,                0.87392,                0.57871,                 1.1986,                 1.1739,                 1.7552,             0.00069331,             0.00069331,             0.00069331
                     61,                 1.4031,                 1.2522,                  1.682,                0.82451,                0.73141,                0.85279,                0.58787,                 1.1356,                 1.2723,                 1.7429,              0.0006768,              0.0006768,              0.0006768
                     62,                 1.4178,                 1.2677,                 1.7202,                0.75635,                0.80556,                0.84309,                0.56157,                 1.1623,                 1.3704,                 1.7723,              0.0006603,              0.0006603,              0.0006603
                     63,                 1.3106,                  1.202,                 1.6325,                0.76634,                0.82135,                0.86456,                0.56965,                 1.1484,                 1.2093,                 1.7533,              0.0006438,              0.0006438,              0.0006438
                     64,                 1.3407,                 1.1826,                  1.635,                0.83588,                0.73406,                0.82754,                0.56332,                 1.1407,                 1.2977,                 1.7606,             0.00062729,             0.00062729,             0.00062729
                     65,                 1.3335,                 1.2199,                 1.6383,                0.79491,                0.71222,                0.83762,                0.56784,                 1.1724,                 1.2319,                 1.7995,             0.00061079,             0.00061079,             0.00061079
                     66,                 1.3102,                 1.1965,                 1.6559,                0.83721,                0.70833,                0.85424,                0.54606,                 1.2213,                  1.294,                 1.7922,             0.00059429,             0.00059429,             0.00059429
                     67,                 1.2947,                 1.1631,                 1.6253,                0.77922,                0.78864,                0.85535,                0.57757,                 1.1574,                 1.3014,                 1.7552,             0.00057778,             0.00057778,             0.00057778
                     68,                  1.331,                 1.1754,                 1.6414,                0.81441,                 0.8035,                0.84579,                0.58594,                 1.1211,                 1.2905,                 1.7741,             0.00056128,             0.00056128,             0.00056128
                     69,                 1.3497,                 1.2015,                 1.6506,                0.80291,                0.80664,                 0.8529,                0.58789,                 1.1295,                 1.2016,                  1.749,             0.00054478,             0.00054478,             0.00054478
                     70,                  1.352,                 1.2097,                 1.6581,                0.83486,                0.76389,                0.86296,                0.60476,                 1.0534,                 1.2098,                 1.7156,             0.00052827,             0.00052827,             0.00052827
                     71,                 1.3462,                 1.1998,                 1.6765,                0.84756,                0.77728,                0.86746,                0.58318,                  1.099,                 1.1839,                 1.7144,             0.00051177,             0.00051177,             0.00051177
                     72,                 1.3144,                 1.1585,                 1.6387,                0.77056,                0.85092,                0.87001,                0.60918,                 1.0659,                 1.1813,                 1.6835,             0.00049527,             0.00049527,             0.00049527
                     73,                 1.3356,                 1.1863,                 1.6592,                0.85562,                   0.75,                0.85977,                0.58277,                 1.1339,                  1.273,                 1.7212,             0.00047876,             0.00047876,             0.00047876
                     74,                 1.2697,                 1.1331,                 1.6039,                0.84412,                0.79167,                0.86872,                0.59677,                 1.1572,                 1.1779,                 1.7399,             0.00046226,             0.00046226,             0.00046226
                     75,                 1.2799,                  1.122,                 1.5843,                0.93147,                0.74401,                 0.8641,                0.60787,                 1.0923,                 1.2821,                 1.6564,             0.00044576,             0.00044576,             0.00044576
                     76,                 1.2521,                 1.0825,                 1.5538,                0.85732,                0.78151,                0.86196,                0.60883,                  1.103,                 1.2371,                 1.6528,             0.00042925,             0.00042925,             0.00042925
                     77,                 1.2733,                 1.1379,                 1.5991,                0.86994,                0.76389,                0.87028,                0.60008,                 1.1136,                 1.1622,                 1.6773,             0.00041275,             0.00041275,             0.00041275
                     78,                 1.2719,                 1.1193,                  1.593,                0.85392,                   0.75,                0.88615,                0.63053,                 1.0471,                  1.041,                 1.6117,             0.00039625,             0.00039625,             0.00039625
                     79,                 1.2316,                 1.0652,                 1.5367,                0.91943,                0.72181,                0.87571,                0.62603,                  1.029,                 1.0863,                 1.6133,             0.00037974,             0.00037974,             0.00037974
                     80,                 1.2567,                  1.066,                 1.6001,                0.90922,                0.73223,                0.88008,                0.59923,                 1.0629,                  1.124,                  1.625,             0.00036324,             0.00036324,             0.00036324
                     81,                 1.2404,                 1.0905,                 1.5586,                0.79831,                0.81423,                0.89201,                0.63934,                0.98566,                 1.0776,                 1.5892,             0.00034674,             0.00034674,             0.00034674
                     82,                 1.2595,                 1.0856,                 1.5966,                0.84395,                0.76359,                0.86956,                  0.616,                 1.0099,                 1.1321,                 1.6206,             0.00033023,             0.00033023,             0.00033023
                     83,                 1.2978,                 1.1274,                 1.5898,                0.82474,                0.81437,                0.87819,                0.64324,                 1.0242,                 1.1291,                 1.6238,             0.00031373,             0.00031373,             0.00031373
                     84,                 1.2247,                 1.0798,                 1.5993,                 0.8367,                0.80674,                0.88169,                 0.6087,                 1.0714,                  1.103,                 1.6328,             0.00029723,             0.00029723,             0.00029723
                     85,                 1.2562,                 1.0735,                 1.5713,                0.89846,                0.73611,                0.87372,                0.62963,                 1.0119,                 1.1188,                 1.6113,             0.00028072,             0.00028072,             0.00028072
                     86,                 1.2662,                   1.07,                 1.5845,                0.82146,                0.82521,                0.87388,                0.63014,                 1.0292,                 1.2038,                  1.591,             0.00026422,             0.00026422,             0.00026422
                     87,                 1.2041,                 1.0098,                 1.5211,                 0.7878,                0.82339,                0.87583,                 0.6537,                 1.0408,                  1.192,                 1.5881,             0.00024772,             0.00024772,             0.00024772
                     88,                 1.2758,                 1.0837,                 1.5679,                0.82578,                0.83333,                0.87931,                0.62953,                 1.0786,                 1.1862,                 1.5847,             0.00023121,             0.00023121,             0.00023121
                     89,                 1.1844,                 1.0418,                 1.5095,                0.90969,                0.76846,                0.88881,                0.63801,                 1.0442,                 1.0764,                 1.6039,             0.00021471,             0.00021471,             0.00021471
                     90,                 1.0346,                0.96493,                 1.4607,                0.93658,                0.77271,                0.89512,                0.64767,                 1.0334,                 1.0866,                 1.5855,             0.00019821,             0.00019821,             0.00019821
                     91,                0.99457,                0.87518,                 1.4246,                0.85897,                0.80556,                 0.9025,                0.64269,                 1.0064,                 1.1118,                 1.6064,              0.0001817,              0.0001817,              0.0001817
                     92,                0.97049,                0.83475,                 1.4078,                0.85721,                0.82833,                0.89518,                0.64063,                0.98456,                  1.075,                 1.5828,              0.0001652,              0.0001652,              0.0001652
                     93,                  0.967,                0.82934,                 1.3859,                0.80423,                0.86111,                0.88223,                0.63818,                0.99409,                 1.0626,                 1.5931,              0.0001487,              0.0001487,              0.0001487
                     94,                0.98107,                 0.8406,                 1.3858,                0.86275,                0.78133,                0.87006,                0.63266,                 1.0109,                 1.0891,                 1.5913,             0.00013219,             0.00013219,             0.00013219
                     95,                0.93892,                0.78905,                 1.3663,                0.82552,                0.80556,                0.87225,                0.63953,                0.96163,                 1.1185,                 1.5609,             0.00011569,             0.00011569,             0.00011569
                     96,                0.94017,                0.77963,                 1.3817,                0.84714,                0.81944,                0.87886,                0.63522,                0.98172,                 1.0703,                 1.5587,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     97,                0.92285,                0.76185,                 1.3564,                 0.8585,                0.83806,                0.87852,                0.64179,                0.97521,                 1.0567,                  1.551,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     98,                0.92653,                0.75354,                 1.3488,                0.84082,                0.79045,                0.87271,                0.63813,                0.96706,                 1.0869,                 1.5447,              6.618e-05,              6.618e-05,              6.618e-05
                     99,                0.92447,                0.75744,                 1.3609,                0.80251,                 0.8339,                0.86786,                0.63337,                0.97286,                 1.1065,                 1.5418,             4.9677e-05,             4.9677e-05,             4.9677e-05
