                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     47,                 1.0784,                0.79436,                 1.3656,                0.89632,                0.86185,                0.91921,                0.67329,                 1.0739,                0.83144,                 1.3989,             0.00090785,             0.00090785,             0.00090785
                     48,                 1.0819,                0.78121,                 1.3649,                0.85995,                 0.8665,                0.89586,                0.64914,                 1.0307,                 1.0235,                  1.362,             0.00089134,             0.00089134,             0.00089134
                     49,                 1.0699,                0.77555,                 1.3551,                0.86563,                0.85347,                0.89829,                0.67344,                 1.0182,                0.83105,                 1.3445,             0.00087484,             0.00087484,             0.00087484
                     50,                 1.0709,                0.78154,                 1.3544,                0.82026,                0.90842,                0.89919,                0.64582,                 1.0457,                0.96592,                 1.3312,             0.00085834,             0.00085834,             0.00085834
                     51,                 1.0534,                0.76156,                 1.3454,                0.87955,                0.86278,                0.91766,                0.65188,                 1.0566,                0.86483,                 1.3809,             0.00084184,             0.00084184,             0.00084184
                     52,                 1.0468,                 0.7619,                 1.3419,                0.88276,                0.81944,                   0.89,                0.66967,                0.94399,                 1.0019,                 1.2603,             0.00082533,             0.00082533,             0.00082533
                     53,                 1.0561,                0.75704,                 1.3449,                 0.8292,                  0.875,                0.89408,                0.64315,                 1.0932,                0.98434,                 1.4377,             0.00080883,             0.00080883,             0.00080883
                     54,                 1.0551,                0.75464,                  1.345,                0.87867,                0.82278,                0.89489,                0.67407,                0.94778,                0.94406,                 1.2522,             0.00079233,             0.00079233,             0.00079233
                     55,                 1.0359,                0.73834,                 1.3258,                0.84873,                0.84722,                0.87705,                0.65466,                 1.0172,                0.96167,                 1.2896,             0.00077582,             0.00077582,             0.00077582
                     56,                 1.0353,                0.74664,                 1.3384,                0.87741,                  0.875,                0.92128,                0.69542,                0.92497,                0.80941,                 1.3045,             0.00075932,             0.00075932,             0.00075932
                     57,                 1.0419,                0.73879,                 1.3273,                0.87913,                0.87429,                0.90515,                0.68348,                 1.0429,                0.92857,                 1.3532,             0.00074282,             0.00074282,             0.00074282
                     58,                  1.032,                0.73474,                 1.3359,                0.85583,                0.86917,                0.91755,                0.66673,                 1.0033,                0.86667,                 1.3281,             0.00072631,             0.00072631,             0.00072631
